From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A2A4P3	A2A4P3	unreviewed	A2A4P3_MOUSE	Alanyl-tRNA editing protein Aarsd1 (Alanyl-tRNA synthetase domain-containing protein 1)	Gm27029	Mus musculus (Mouse)	525
A2A559-2	A2A559	reviewed	PGAP3_MOUSE	GPI-specific phospholipase A2-like PGAP3 (EC 3.1.1.-) (PER1-like domain-containing protein 1) (Post-GPI attachment to proteins factor 3)	Pgap3 Perld1	Mus musculus (Mouse)	320
A2A5R2	A2A5R2	reviewed	BIG2_MOUSE	Brefeldin A-inhibited guanine nucleotide-exchange protein 2 (Brefeldin A-inhibited GEP 2) (ADP-ribosylation factor guanine nucleotide-exchange factor 2)	Arfgef2 Arfgep2 Big2	Mus musculus (Mouse)	1792
A2A5R8	A2A5R8	unreviewed	A2A5R8_MOUSE	Double-stranded RNA-binding protein Staufen homolog 1	Stau1	Mus musculus (Mouse)	485
A2A5Z6-2	A2A5Z6	reviewed	SMUF2_MOUSE	E3 ubiquitin-protein ligase SMURF2 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2)	Smurf2	Mus musculus (Mouse)	748
A2A654	A2A654	unreviewed	A2A654_MOUSE	Bromodomain PHD finger transcription factor	Bptf	Mus musculus (Mouse)	3036
A2A6A1	A2A6A1	reviewed	GPTC8_MOUSE	G patch domain-containing protein 8	Gpatch8 Gpatc8 Kiaa0553	Mus musculus (Mouse)	1505
A2A6P4	A2A6P4	unreviewed	A2A6P4_MOUSE	VCP nuclear cofactor family member 1	Vcf1 D11Wsu99e	Mus musculus (Mouse)	185
A2A6Q5-2	A2A6Q5	reviewed	CDC27_MOUSE	Cell division cycle protein 27 homolog	Cdc27	Mus musculus (Mouse)	825
A2A6Q5-3	A2A6Q5	reviewed	CDC27_MOUSE	Cell division cycle protein 27 homolog	Cdc27	Mus musculus (Mouse)	825
A2A716	A2A716	unreviewed	A2A716_MOUSE	Oxysterol-binding protein	Osbpl7	Mus musculus (Mouse)	837
A2A791	A2A791	reviewed	ZMYM4_MOUSE	Zinc finger MYM-type protein 4 (Zinc finger protein 262)	Zmym4 Kiaa0425 Zfp262 Znf262	Mus musculus (Mouse)	1549
A2A7B5	A2A7B5	unreviewed	A2A7B5_MOUSE	PR domain zinc finger protein 2 (EC 2.1.1.355) (PR domain-containing protein 2) (Retinoblastoma protein-interacting zinc finger protein) (Zinc finger protein RIZ)	Prdm2	Mus musculus (Mouse)	1709
A2A7F4	A2A7F4	unreviewed	A2A7F4_MOUSE	Rearranged L-myc fusion sequence	Rlf	Mus musculus (Mouse)	1918
A2A7P4	A2A7P4	unreviewed	A2A7P4_MOUSE	Zinc finger protein 691	Zfp691	Mus musculus (Mouse)	283
A2A7S7	A2A7S7	unreviewed	A2A7S7_MOUSE	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase)	Yars1 Yars	Mus musculus (Mouse)	564
A2A7S8-2	A2A7S8	reviewed	NHSL3_MOUSE	NHS-like protein 3	Nhsl3 Kiaa1522	Mus musculus (Mouse)	1013
A2A7T8	A2A7T8	unreviewed	A2A7T8_MOUSE	Zinc finger, MYM domain containing 1	Zmym1	Mus musculus (Mouse)	885
A2A8U2-3	A2A8U2	reviewed	TM201_MOUSE	Transmembrane protein 201 (Spindle-associated membrane protein 1)	Tmem201 D4Ertd429e Net5 Samp1	Mus musculus (Mouse)	664
A2A8V8	A2A8V8	unreviewed	A2A8V8_MOUSE	Serine/arginine repetitive matrix protein 1	Srrm1	Mus musculus (Mouse)	909
A2A8W8	A2A8W8	unreviewed	A2A8W8_MOUSE	non-specific serine/threonine protein kinase (EC 2.7.11.1)	Mknk1	Mus musculus (Mouse)	415
A2A9C3	A2A9C3	reviewed	SZT2_MOUSE	KICSTOR complex protein SZT2 (Seizure threshold 2 protein) (Transcript increased in glutamate resistance) (TIGR)	Szt2	Mus musculus (Mouse)	3431
A2AA28	A2AA28	reviewed	MET23_MOUSE	Histone-arginine methyltransferase METTL23 (EC 2.1.1.319) (Methyltransferase-like protein 23)	Mettl23	Mus musculus (Mouse)	253
A2AA71	A2AA71	unreviewed	A2AA71_MOUSE	SEC24 homolog A, COPII coat complex component	Sec24a	Mus musculus (Mouse)	1089
A2AA85	A2AA85	unreviewed	A2AA85_MOUSE	SUZ RNA-binding domain-containing	Szrd1 D4Ertd22e	Mus musculus (Mouse)	146
A2AAE1-2	A2AAE1	reviewed	BLTP1_MOUSE	Bridge-like lipid transfer protein family member 1 (Fragile site-associated protein homolog)	Bltp1 Fsa Kiaa1109 Kiaa1371	Mus musculus (Mouse)	5005
A2AAX3-2	A2AAX3	reviewed	KLH15_MOUSE	Kelch-like protein 15	Klhl15	Mus musculus (Mouse)	604
A2AAY5	A2AAY5	reviewed	SPD2B_MOUSE	SH3 and PX domain-containing protein 2B (Factor for adipocyte differentiation 49) (Tyrosine kinase substrate with four SH3 domains)	Sh3pxd2b Fad49 Tks4	Mus musculus (Mouse)	908
A2AB59-2	A2AB59	reviewed	RHG27_MOUSE	Rho GTPase-activating protein 27 (CIN85-associated multi-domain-containing Rho GTPase-activating protein 1) (Rho-type GTPase-activating protein 27)	Arhgap27 Camgap1	Mus musculus (Mouse)	869
A2ABV5	A2ABV5	reviewed	MED14_MOUSE	Mediator of RNA polymerase II transcription subunit 14 (Cofactor required for Sp1 transcriptional activation subunit 2) (CRSP complex subunit 2) (Mediator complex subunit 14) (Thyroid hormone receptor-associated protein complex 170 kDa component) (Trap170)	Med14 Crsp2 Gm641 Trap170	Mus musculus (Mouse)	1459
A2ABY3	A2ABY3	unreviewed	A2ABY3_MOUSE	Ethanolamine-phosphate cytidylyltransferase (EC 2.7.7.14) (CTP:phosphoethanolamine cytidylyltransferase) (Phosphorylethanolamine transferase)	Pcyt2	Mus musculus (Mouse)	386
A2ACC7	A2ACC7	unreviewed	A2ACC7_MOUSE	Ral GTPase-activating protein subunit beta (p170)	Ralgapb	Mus musculus (Mouse)	1173
A2ACJ2	A2ACJ2	reviewed	FP100_MOUSE	Fanconi anemia core complex-associated protein 100 (Fanconi anemia-associated protein of 100 kDa)	Faap100	Mus musculus (Mouse)	879
A2ACP1-2	A2ACP1	reviewed	TT39A_MOUSE	Tetratricopeptide repeat protein 39A (TPR repeat protein 39A)	Ttc39a Kiaa0452	Mus musculus (Mouse)	578
A2ACQ1	A2ACQ1	unreviewed	A2ACQ1_MOUSE	Probable ATP-dependent RNA helicase DHX35 (EC 3.6.4.13) (DEAH box protein 35)	Dhx35	Mus musculus (Mouse)	703
A2AD03	A2AD03	unreviewed	A2AD03_MOUSE	Rab proteins geranylgeranyltransferase component A	Chm	Mus musculus (Mouse)	662
A2ADA5	A2ADA5	reviewed	PUSL1_MOUSE	tRNA pseudouridine synthase-like 1 (EC 5.4.99.-) (tRNA pseudouridylate synthase-like 1) (tRNA-uridine isomerase-like 1)	Pusl1	Mus musculus (Mouse)	291
A2ADA6	A2ADA6	unreviewed	A2ADA6_MOUSE	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein (Cnt-b) (Centaurin-beta)	Acap3	Mus musculus (Mouse)	829
A2ADB0	A2ADB0	unreviewed	A2ADB0_MOUSE	Msx2-interacting protein (SMART/HDAC1-associated repressor protein) (SPEN homolog)	Spen	Mus musculus (Mouse)	3643
A2ADY9	A2ADY9	reviewed	DDI2_MOUSE	Protein DDI1 homolog 2 (EC 3.4.23.-)	Ddi2	Mus musculus (Mouse)	399
A2AE27	Q9DBT5	reviewed	AMPD2_MOUSE	AMP deaminase 2 (EC 3.5.4.6) (AMP deaminase isoform L)	Ampd2	Mus musculus (Mouse)	824
A2AEW6	A2AEW6	unreviewed	A2AEW6_MOUSE	GRIP1 associated protein 1	Gripap1	Mus musculus (Mouse)	469
A2AF47	A2AF47	reviewed	DOC11_MOUSE	Dedicator of cytokinesis protein 11 (Activated Cdc42-associated guanine nucleotide exchange factor) (ACG) (Zizimin-2)	Dock11 Ziz2	Mus musculus (Mouse)	2073
A2AFK4	A2AFK4	unreviewed	A2AFK4_MOUSE	Mitochondrial ribosome-associated GTPase 2 (GTP-binding protein 5)	Mtg2 Gtpbp5	Mus musculus (Mouse)	405
A2AFQ0	A2AFQ0	unreviewed	A2AFQ0_MOUSE	E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Upstream regulatory element-binding protein 1)	Huwe1	Mus musculus (Mouse)	4378
A2AFW6	A2AFW6	unreviewed	A2AFW6_MOUSE	Mitochondrial carrier homolog 2	Mtch2	Mus musculus (Mouse)	294
A2AG36	A2AG36	unreviewed	A2AG36_MOUSE	GPI ethanolamine phosphate transferase 3 (Phosphatidylinositol-glycan biosynthesis class O protein)	Pigo	Mus musculus (Mouse)	1069
A2AG58-2	A2AG58	reviewed	BCLA3_MOUSE	BCLAF1 and THRAP3 family member 3	Bclaf3	Mus musculus (Mouse)	752
A2AGH6-2	A2AGH6	reviewed	MED12_MOUSE	Mediator of RNA polymerase II transcription subunit 12 (Mediator complex subunit 12) (OPA-containing protein) (Thyroid hormone receptor-associated protein complex 230 kDa component) (Trap230) (Trinucleotide repeat-containing gene 11 protein)	Med12 Kiaa0192 Mopa Tnrc11 Trap230	Mus musculus (Mouse)	2190
A2AGL3-2	A2AGL3	reviewed	RYR3_MOUSE	Ryanodine receptor 3 (RYR-3) (RyR3) (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodine receptor)	Ryr3	Mus musculus (Mouse)	4863
A2AH22-2	A2AH22	reviewed	AMRA1_MOUSE	Activating molecule in BECN1-regulated autophagy protein 1	Ambra1 Kiaa1736	Mus musculus (Mouse)	1300
A2AHJ4	A2AHJ4	reviewed	BRWD3_MOUSE	Bromodomain and WD repeat-containing protein 3	Brwd3 Gm596	Mus musculus (Mouse)	1799
A2AHK0	A2AHK0	unreviewed	A2AHK0_MOUSE	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)	Dgkz	Mus musculus (Mouse)	1123
A2AI05	A2AI05	reviewed	NDOR1_MOUSE	NADPH-dependent diflavin oxidoreductase 1 (EC 1.18.1.-) (NADPH-dependent FMN and FAD-containing oxidoreductase)	Ndor1	Mus musculus (Mouse)	598
A2AI08	A2AI08	reviewed	TPRN_MOUSE	Taperin	Tprn	Mus musculus (Mouse)	749
A2AIL4	A2AIL4	reviewed	NDUF6_MOUSE	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6	Ndufaf6	Mus musculus (Mouse)	333
A2AIV2	A2AIV2	reviewed	VIR_MOUSE	Protein virilizer homolog	Virma Kiaa1429	Mus musculus (Mouse)	1811
A2AIW0-2	A2AIW0	reviewed	ENTR1_MOUSE	Endosome-associated-trafficking regulator 1 (Serologically defined colon cancer antigen 3)	Entr1 Sdccag3	Mus musculus (Mouse)	432
A2AJ15	A2AJ15	reviewed	MA1B1_MOUSE	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (ER mannosidase 1) (ERMan1) (Man9GlcNAc2-specific-processing alpha-mannosidase) (Mannosidase alpha class 1B member 1)	Man1b1	Mus musculus (Mouse)	658
A2AJ71	A2AJ71	unreviewed	A2AJ71_MOUSE	Far upstream element (FUSE) binding protein 3	Fubp3	Mus musculus (Mouse)	97
A2AJ88-2	A2AJ88	reviewed	PLPL7_MOUSE	Patatin-like phospholipase domain-containing protein 7 (EC 3.1.1.-) (EC 3.1.1.5) (Neuropathy target esterase-related esterase) (NRE) (NTE-related esterase)	Pnpla7	Mus musculus (Mouse)	1352
A2AJG0	A2AJG0	unreviewed	A2AJG0_MOUSE	Ribonuclease P protein subunit p38	Rpp38	Mus musculus (Mouse)	280
A2AJI0-2	A2AJI0	reviewed	MA7D1_MOUSE	MAP7 domain-containing protein 1	Map7d1 Kiaa1187 Mtap7d1	Mus musculus (Mouse)	846
A2AJQ3-2	A2AJQ3	reviewed	D19L4_MOUSE	Probable C-mannosyltransferase DPY19L4 (EC 2.4.1.-) (Dpy-19-like protein 4) (Protein dpy-19 homolog 4)	Dpy19l4 Gm1023	Mus musculus (Mouse)	722
A2AJT4	A2AJT4	reviewed	PNISR_MOUSE	Arginine/serine-rich protein PNISR (Serine/arginine-rich-splicing regulatory protein 130) (SRrp130) (Splicing factor, arginine/serine-rich 130) (Splicing factor, arginine/serine-rich 18)	Pnisr Sfrs18 Srrp130	Mus musculus (Mouse)	805
A2AKB9-2	A2AKB9	reviewed	DCA10_MOUSE	DDB1- and CUL4-associated factor 10 (WD repeat-containing protein 32)	Dcaf10 Wdr32	Mus musculus (Mouse)	566
A2AKG8	A2AKG8	reviewed	FOCAD_MOUSE	Focadhesin	Focad Kiaa1797	Mus musculus (Mouse)	1798
A2AKX3	A2AKX3	reviewed	SETX_MOUSE	Probable helicase senataxin (EC 3.6.4.-) (Amyotrophic lateral sclerosis 4 protein homolog) (SEN1 homolog)	Setx Als4 Kiaa0625	Mus musculus (Mouse)	2646
A2ALK8	A2ALK8	reviewed	PTN3_MOUSE	Tyrosine-protein phosphatase non-receptor type 3 (EC 3.1.3.48)	Ptpn3	Mus musculus (Mouse)	913
A2ALW5	A2ALW5	reviewed	DJC25_MOUSE	DnaJ homolog subfamily C member 25	Dnajc25	Mus musculus (Mouse)	357
A2AM29	A2AM29	reviewed	AF9_MOUSE	Protein AF-9 (Myeloid/lymphoid or mixed-lineage leukemia translocated to chromosome 3 protein homolog)	Mllt3 Af9	Mus musculus (Mouse)	569
A2AN08-3	A2AN08	reviewed	UBR4_MOUSE	E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (N-recognin-4)	Ubr4 Kiaa0462	Mus musculus (Mouse)	5180
A2AN08-5	A2AN08	reviewed	UBR4_MOUSE	E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (N-recognin-4)	Ubr4 Kiaa0462	Mus musculus (Mouse)	5180
A2AN61	A2AN61	unreviewed	A2AN61_MOUSE	CDKN1A interacting zinc finger protein 1	Ciz1	Mus musculus (Mouse)	821
A2AN91	A2AN91	unreviewed	A2AN91_MOUSE	Sushi domain containing 1	Susd1	Mus musculus (Mouse)	699
A2ANY6	A2ANY6	unreviewed	A2ANY6_MOUSE	Midasin	Mdn1	Mus musculus (Mouse)	5589
A2APB8	A2APB8	reviewed	TPX2_MOUSE	Targeting protein for Xklp2	Tpx2	Mus musculus (Mouse)	745
A2APY7	A2APY7	reviewed	NDUF5_MOUSE	Arginine-hydroxylase NDUFAF5, mitochondrial (EC 1.-.-.-) (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5) (Putative methyltransferase NDUFAF5) (EC 2.1.1.-)	Ndufaf5	Mus musculus (Mouse)	343
A2AQ07	A2AQ07	reviewed	TBB1_MOUSE	Tubulin beta-1 chain	Tubb1	Mus musculus (Mouse)	451
A2AQ14	A2AQ14	reviewed	MS18B_MOUSE	Protein Mis18-beta (Opa-interacting protein 5 homolog)	Oip5 Ms18b	Mus musculus (Mouse)	241
A2AQ19	A2AQ19	reviewed	RTF1_MOUSE	RNA polymerase-associated protein RTF1 homolog	Rtf1	Mus musculus (Mouse)	715
A2AQD5	A2AQD5	unreviewed	A2AQD5_MOUSE	ITPR interacting domain containing 2	Itprid2 Ssfa2	Mus musculus (Mouse)	1230
A2AQH4	A2AQH4	reviewed	BCORL_MOUSE	BCL-6 corepressor-like protein 1 (BCoR-L1) (BCoR-like protein 1)	Bcorl1	Mus musculus (Mouse)	1781
A2AQW0	A2AQW0	reviewed	M3K15_MOUSE	Mitogen-activated protein kinase kinase kinase 15 (EC 2.7.11.25) (MAPK/ERK kinase kinase 15) (MEK kinase 15) (MEKK 15)	Map3k15	Mus musculus (Mouse)	1331
A2AR02	A2AR02	reviewed	PPIG_MOUSE	Peptidyl-prolyl cis-trans isomerase G (PPIase G) (Peptidyl-prolyl isomerase G) (EC 5.2.1.8) (Cyclophilin G) (Rotamase G)	Ppig	Mus musculus (Mouse)	752
A2ART0	A2ART0	unreviewed	A2ART0_MOUSE	Predicted gene 14391 (Predicted gene 6710)	Gm6710 Gm14391	Mus musculus (Mouse)	554
A2ASA8	A2ASA8	reviewed	IPIL1_MOUSE	Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1	Itpripl1	Mus musculus (Mouse)	547
A2ASS6	A2ASS6	reviewed	TITIN_MOUSE	Titin (EC 2.7.11.1) (Connectin)	Ttn	Mus musculus (Mouse)	35213
A2ASZ8-2	A2ASZ8	reviewed	SCMC2_MOUSE	Mitochondrial adenyl nucleotide antiporter SLC25A25 (Short calcium-binding mitochondrial carrier protein 2) (SCaMC-2) (Solute carrier family 25 member 25)	Slc25a25 Kiaa1896 Scamc2	Mus musculus (Mouse)	469
A2AT37	A2AT37	reviewed	RENT2_MOUSE	Regulator of nonsense transcripts 2 (Up-frameshift suppressor 2 homolog) (Upf2)	Upf2 RENT2	Mus musculus (Mouse)	1269
A2ATP6	A2ATP6	unreviewed	A2ATP6_MOUSE	Myelin expression factor 2	Myef2	Mus musculus (Mouse)	567
A2ATU0	A2ATU0	reviewed	DHTK1_MOUSE	2-oxoadipate dehydrogenase complex component E1 (E1a) (OADC-E1) (OADH-E1) (EC 1.2.4.-) (2-oxoadipate dehydrogenase, mitochondrial) (Alpha-ketoadipate dehydrogenase) (Alpha-KADH-E1) (Dehydrogenase E1 and transketolase domain-containing protein 1) (Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial)	Dhtkd1 Kiaa1630	Mus musculus (Mouse)	921
A2AUM9	A2AUM9	reviewed	CE152_MOUSE	Centrosomal protein of 152 kDa (Cep152)	Cep152 Kiaa0912	Mus musculus (Mouse)	1736
A2AUY4-2	A2AUY4	reviewed	BAZ2B_MOUSE	Bromodomain adjacent to zinc finger domain protein 2B	Baz2b	Mus musculus (Mouse)	2123
A2AVZ9	A2AVZ9	reviewed	S43A3_MOUSE	Equilibrative nucleobase transporter 1 (Embryonic epithelia gene 1 protein) (Solute carrier family 43 member 3)	Slc43a3 Eeg1 Enbt1	Mus musculus (Mouse)	502
A2AWA9	A2AWA9	reviewed	RBGP1_MOUSE	Rab GTPase-activating protein 1 (GAP and centrosome-associated protein) (Rab6 GTPase-activating protein GAPCenA)	Rabgap1 Kiaa4104	Mus musculus (Mouse)	1064
A2AWL7-3	A2AWL7	reviewed	MGAP_MOUSE	MAX gene-associated protein	Mga Kiaa4252	Mus musculus (Mouse)	3003
A2AWP8-2	A2AWP8	reviewed	ARGAL_MOUSE	Rho guanine nucleotide exchange factor 10-like protein (GrinchGEF)	Arhgef10l Kiaa1626	Mus musculus (Mouse)	1280
A2AWT3-2	A2AWT3	reviewed	AT7L3_MOUSE	Ataxin-7-like protein 3 (SAGA-associated factor 11 homolog)	Atxn7l3	Mus musculus (Mouse)	347
A2AWT5	A2AWT5	unreviewed	A2AWT5_MOUSE	Nucleolar transcription factor 1 (Upstream-binding factor 1)	Ubtf	Mus musculus (Mouse)	764
A2AWT6	A2AWT6	unreviewed	A2AWT6_MOUSE	Nucleolar transcription factor 1 (Upstream-binding factor 1)	Ubtf	Mus musculus (Mouse)	727
A2BDX3	A2BDX3	reviewed	MOCS3_MOUSE	Adenylyltransferase and sulfurtransferase MOCS3 (Molybdenum cofactor synthesis protein 3) [Includes: Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (Adenylyltransferase MOCS3) (Sulfur carrier protein MOCS2A adenylyltransferase); Molybdopterin-synthase sulfurtransferase (EC 2.8.1.11) (Sulfur carrier protein MOCS2A sulfurtransferase) (Sulfurtransferase MOCS3)]	Mocs3 Uba4	Mus musculus (Mouse)	460
A2BE28-2	A2BE28	reviewed	LAS1L_MOUSE	Ribosomal biogenesis protein LAS1L (Endoribonuclease LAS1L) (EC 3.1.-.-) (Protein LAS1 homolog)	Las1l	Mus musculus (Mouse)	776
A2BFG8	A2BFG8	unreviewed	A2BFG8_MOUSE	Zinc finger protein 971	Zfp971	Mus musculus (Mouse)	470
A2BH40	A2BH40	reviewed	ARI1A_MOUSE	AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1)	Arid1a Baf250 Baf250a Osa1 Smarcf1	Mus musculus (Mouse)	2283
A2BHP5	A2BHP5	unreviewed	A2BHP5_MOUSE	Rhombotin-2 (Cysteine-rich protein TTG-2) (LIM domain only protein 2) (T-cell translocation protein 2)	Lmo2	Mus musculus (Mouse)	220
A2BI12	A2BI12	unreviewed	A2BI12_MOUSE	PC4 and SFRS1-interacting protein (Lens epithelium-derived growth factor)	Psip1	Mus musculus (Mouse)	327
A2CG49-2	A2CG49	reviewed	KALRN_MOUSE	Kalirin (EC 2.7.11.1) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain)	Kalrn	Mus musculus (Mouse)	2964
A2CG49-4	A2CG49	reviewed	KALRN_MOUSE	Kalirin (EC 2.7.11.1) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain)	Kalrn	Mus musculus (Mouse)	2964
A2CG63-2	A2CG63	reviewed	ARI4B_MOUSE	AT-rich interactive domain-containing protein 4B (ARID domain-containing protein 4B) (180 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p180) (Histone deacetylase complex subunit SAP180)	Arid4b Sap180	Mus musculus (Mouse)	1314
A2RSJ4	A2RSJ4	reviewed	BLT3B_MOUSE	Bridge-like lipid transfer protein family member 3B (Syntaxin-6 Habc-interacting protein of 164 kDa) (UHRF1-binding protein 1-like)	Bltp3b Kiaa0701 Ship164 Uhrf1bp1l	Mus musculus (Mouse)	1457
A2RSX7	A2RSX7	reviewed	TYW5_MOUSE	tRNA wybutosine-synthesizing protein 5 (EC 1.14.11.42) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-C(2))-hydroxylase)	Tyw5	Mus musculus (Mouse)	315
A2RSY1-2	A2RSY1	reviewed	KANL3_MOUSE	KAT8 regulatory NSL complex subunit 3 (NSL complex protein NSL3) (Non-specific lethal 3 homolog)	Kansl3 Kiaa1310 Nsl3	Mus musculus (Mouse)	903
A2RSY6	A2RSY6	reviewed	TRM1L_MOUSE	tRNA (guanine(27)-N(2))-dimethyltransferase (EC 2.1.1.-) (tRNA methyltransferase 1-like protein) (TRMT1-like protein)	Trmt1l	Mus musculus (Mouse)	728
A2RT67	A2RT67	reviewed	DEND3_MOUSE	DENN domain-containing protein 3	Dennd3 Kiaa0870	Mus musculus (Mouse)	1274
A3KG36	A3KG36	unreviewed	A3KG36_MOUSE	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	G6pdx RP23-436K3.17-004	Mus musculus (Mouse)	396
A3KGB4	A3KGB4	reviewed	TBC8B_MOUSE	TBC1 domain family member 8B	Tbc1d8b	Mus musculus (Mouse)	1114
A3KGF7	A3KGF7	reviewed	PLCB2_MOUSE	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-2) (Phospholipase C-beta-2) (PLC-beta-2)	Plcb2	Mus musculus (Mouse)	1181
A3KGI3	Q66JQ7	reviewed	KNL1_MOUSE	Outer kinetochore KNL1 complex subunit KNL1 (Cancer susceptibility candidate gene 5 protein homolog) (Kinetochore scaffold 1) (Kinetochore-null protein 1) (Protein CASC5)	Knl1 Casc5	Mus musculus (Mouse)	2119
A3KGS3	A3KGS3	reviewed	RGPA2_MOUSE	Ral GTPase-activating protein subunit alpha-2 (250 kDa substrate of Akt) (AS250) (P220)	Ralgapa2 Kiaa1272	Mus musculus (Mouse)	1872
A3KGV1-2	A3KGV1	reviewed	ODFP2_MOUSE	Outer dense fiber protein 2 (84 kDa outer dense fiber protein) (Cenexin) (Outer dense fiber of sperm tails protein 2)	Odf2 Odf84	Mus musculus (Mouse)	830
A3KMF4	A3KMF4	unreviewed	A3KMF4_MOUSE	AF4/FMR2 family, member 1 (Aff1 protein)	Aff1	Mus musculus (Mouse)	1218
A3KMP2	A3KMP2	reviewed	TTC38_MOUSE	Tetratricopeptide repeat protein 38 (TPR repeat protein 38)	Ttc38	Mus musculus (Mouse)	465
A4Q9E5-3	A4Q9E5	reviewed	TTLL3_MOUSE	Tubulin monoglycylase TTLL3 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 3)	Ttll3	Mus musculus (Mouse)	927
A5A4Y9	A5A4Y9	unreviewed	A5A4Y9_MOUSE	E3 ubiquitin-protein ligase PPP1R11 (Protein phosphatase 1 regulatory subunit 11)	Ppp1r11	Mus musculus (Mouse)	131
A6H5Y3	A6H5Y3	reviewed	METH_MOUSE	Methionine synthase (MS) (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Cobalamin-dependent methionine synthase) (Vitamin-B12 dependent methionine synthase)	Mtr	Mus musculus (Mouse)	1253
A6H5Z3	A6H5Z3	reviewed	EXC6B_MOUSE	Exocyst complex component 6B (Exocyst complex component Sec15B) (SEC15-like protein 2)	Exoc6b Sec15b Sec15l2	Mus musculus (Mouse)	810
A6H611	A6H611	reviewed	MIPEP_MOUSE	Mitochondrial intermediate peptidase (MIP) (EC 3.4.24.59)	Mipep	Mus musculus (Mouse)	711
A6H619	A6H619	reviewed	PHRF1_MOUSE	PHD and RING finger domain-containing protein 1	Phrf1 Kiaa1542	Mus musculus (Mouse)	1682
A6H630	A6H630	reviewed	ARMT1_MOUSE	Damage-control phosphatase ARMT1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1)	Armt1	Mus musculus (Mouse)	439
A6H687	A6H687	reviewed	SAC31_MOUSE	SAC3 domain-containing protein 1 (SAC3 homology domain-containing protein 1)	Sac3d1 Shd1	Mus musculus (Mouse)	427
A6H6A9	A6H6A9	reviewed	RBG1L_MOUSE	Rab GTPase-activating protein 1-like	Rabgap1l Hhl Kiaa0471	Mus musculus (Mouse)	815
A6H6A9-3	A6H6A9	reviewed	RBG1L_MOUSE	Rab GTPase-activating protein 1-like	Rabgap1l Hhl Kiaa0471	Mus musculus (Mouse)	815
A6H8H2-2	A6H8H2	reviewed	DEN4C_MOUSE	DENN domain-containing protein 4C	Dennd4c	Mus musculus (Mouse)	1906
A6P3E4	A6P3E4	unreviewed	A6P3E4_MOUSE	Stress-activated protein kinase JNK (EC 2.7.11.24)	Mapk8	Mus musculus (Mouse)	384
A6PWP7	A6PWP7	unreviewed	A6PWP7_MOUSE	MAP-kinase activating death domain	Madd	Mus musculus (Mouse)	263
A6PWY4-2	A6PWY4	reviewed	WDR76_MOUSE	WD repeat-containing protein 76	Wdr76	Mus musculus (Mouse)	622
A6X919	A6X919	reviewed	D19L1_MOUSE	Protein C-mannosyl-transferase DPY19L1 (EC 2.4.1.-) (Dpy-19-like protein 1) (Protein dpy-19 homolog 1)	Dpy19l1	Mus musculus (Mouse)	746
A6ZI44	A6ZI44	unreviewed	A6ZI44_MOUSE	Fructose-bisphosphate aldolase (EC 4.1.2.13)	Aldoa	Mus musculus (Mouse)	418
A8C756	A8C756	reviewed	THADA_MOUSE	tRNA (32-2'-O)-methyltransferase regulator THADA (Thyroid adenoma-associated protein homolog)	Thada Kiaa1767	Mus musculus (Mouse)	1938
